Date,Time,"Virtual Memory Committed [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Uncore VID [V]","SA VID [V]","Core Clocks (avg) [MHz]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","Core Effective Clocks (avg) [MHz]","Core 0 T0 Effective Clock [MHz]","Core 0 T1 Effective Clock [MHz]","Core 1 T0 Effective Clock [MHz]","Core 1 T1 Effective Clock [MHz]","Core 2 T0 Effective Clock [MHz]","Core 2 T1 Effective Clock [MHz]","Core 3 T0 Effective Clock [MHz]","Core 3 T1 Effective Clock [MHz]","Average Effective Clock [MHz]","Core Usage (avg) [%]","Core 0 T0 Usage [%]","Core 0 T1 Usage [%]","Core 1 T0 Usage [%]","Core 1 T1 Usage [%]","Core 2 T0 Usage [%]","Core 2 T1 Usage [%]","Core 3 T0 Usage [%]","Core 3 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core Utility (avg) [%]","Core 0 T0 Utility [%]","Core 0 T1 Utility [%]","Core 1 T0 Utility [%]","Core 1 T1 Utility [%]","Core 2 T0 Utility [%]","Core 2 T1 Utility [%]","Core 3 T0 Utility [%]","Core 3 T1 Utility [%]","Total CPU Utility [%]","Core Ratios (avg) [x]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core Temperatures (avg) [°C]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core Distance to TjMAX (avg) [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core Thermal Throttling (avg) [Yes/No]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core Critical Temperature (avg) [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core Power Limit Exceeded (avg) [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","Total System Power [W]","System Agent Power [W]","Rest-of-Chip Power [W]","PL1 Power Limit [W]","PL2 Power Limit [W]","PCH Power [W]","GPU Clock [MHz]","GPU D3D Usage [%]","GPU D3D Utilizations (avg) [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU Video Processing 1 Usage [%]","GPU D3D Memory Dynamic [MB]","Current cTDP Level []","Package C2 Residency [%]","Package C3 Residency [%]","Package C6 Residency [%]","Core C0 Residency (avg) [%]","Core 0 T0 C0 Residency [%]","Core 0 T1 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 1 T1 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 2 T1 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 3 T1 C0 Residency [%]","Core C7 Residency (avg) [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","Gear Mode []","IA Limit Reasons (avg) [Yes/No]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT Limit Reasons (avg) [Yes/No]","GT: PROCHOT [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","Ring Limit Reasons (avg) [Yes/No]","RING: PROCHOT [Yes/No]","RING: Thermal Event [Yes/No]","RING: DDR RAPL [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Battery Voltage [V]","Remaining Capacity [Wh]","Charge Level [%]","Wear Level [%]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","iGPU VID [V]",
6.9.2022,17:10:0.847,12800,10000,56.1,7922,7839,50.2,23.1,1.152,1.077,1.227,1.072,1.230,0.918,0.763,4565.2,4314.4,4816.1,4314.4,4816.1,100.3,3612.1,684.8,200.3,513.5,1360.8,1602.2,194.5,136.1,63.1,1407.5,684.8,13.5,2.3,9.2,27.6,33.8,3.8,1.5,0.0,30.0,33.8,13.5,100.0,37.5,9.1,28.4,75.3,88.9,10.1,7.2,3.0,78.0,37.5,45.5,43.0,48.0,43.0,48.0,36.0,60,70,58,57,54,40,30,42,43,46,70,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,57,14.155,10.654,0.027,23.249,1.725,0.337,40.0,57.0,0.627,100.3,0.8,0.0,0.0,0.0,0.0,0.0,763,2,0.0,0.0,0.0,15.0,5.5,11.0,29.0,33.9,4.7,3.6,1.9,30.0,68.7,80.9,37.4,89.3,67.3,802.7,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.3,0.3,0.6,0.038,0.273,71566,81379,17.117,62.305,100.0,0.0,8397,2019,0.295,0.206,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:2.892,12797,10004,56.1,7914,7846,50.2,23.1,1.191,1.225,1.077,1.217,1.242,0.918,0.761,4644.6,4768.8,4272.1,4768.8,4768.8,99.4,3576.6,774.9,535.6,1565.4,393.8,1257.1,262.3,786.9,673.3,724.6,774.9,16.3,11.4,35.1,9.1,25.1,5.3,13.7,14.5,16.0,35.1,16.3,100.0,42.6,29.4,86.9,21.2,69.6,13.8,43.4,36.7,40.0,42.6,46.8,48.0,43.0,48.0,48.0,36.0,61,61,63,53,67,39,39,37,47,33,64,67,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,57,15.777,12.178,0.020,25.102,1.721,0.342,40.0,57.0,0.737,99.4,0.8,0.0,0.0,0.0,0.0,0.0,729,2,0.0,0.0,0.0,17.0,12.8,33.1,9.1,26.9,6.2,17.5,15.1,15.7,63.4,50.8,61.9,73.1,67.8,794.8,8.00,22,22,22,52,74,560,1,1,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,1.3,0.6,1.9,0.311,0.314,71567,81379,17.116,62.305,100.0,0.0,8397,2019,5.514,2.721,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:4.939,12768,10033,55.9,7889,7872,50.0,23.1,1.156,1.072,1.242,1.072,1.235,0.918,0.763,4520.5,4272.1,4768.8,4272.1,4768.8,99.4,3576.6,692.0,358.3,1092.7,1510.1,247.1,125.0,1552.8,194.9,455.0,692.0,14.3,6.1,22.9,32.8,4.5,1.5,33.5,3.0,9.9,33.5,14.3,100.0,37.9,18.1,60.6,83.4,13.5,6.4,86.0,10.2,25.1,37.9,45.5,43.0,48.0,43.0,48.0,36.0,60,54,75,52,58,40,46,25,48,42,75,75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,80,56,14.166,10.855,0.021,23.166,1.709,0.334,40.0,57.0,0.463,99.4,0.7,0.0,0.0,0.0,0.0,0.0,729,2,0.0,0.0,0.0,15.1,8.6,23.1,32.4,5.5,3.2,33.2,4.8,10.0,68.5,66.4,61.4,62.3,83.8,794.8,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.0,0.3,0.3,0.000,0.286,71567,81380,17.119,62.305,100.0,0.0,8397,2019,0.101,0.284,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:6.986,12768,10033,55.9,7890,7871,50.0,23.1,1.190,1.222,1.075,1.215,1.247,0.918,0.763,4710.2,4836.1,4332.4,4836.1,4836.1,100.8,3627.1,688.2,563.0,373.6,1329.8,545.7,553.3,990.1,206.7,943.2,688.2,14.0,10.7,6.9,26.9,11.5,11.5,20.7,4.6,19.2,26.9,14.0,100.0,37.7,30.7,20.6,73.4,30.1,30.0,54.5,10.7,52.0,37.7,46.8,48.0,43.0,48.0,48.0,36.0,60,57,61,51,71,40,43,39,49,29,71,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,56,13.891,10.600,0.019,22.868,1.704,0.333,40.0,57.0,0.450,100.8,0.5,0.0,0.0,0.0,0.0,0.0,729,2,0.0,0.0,0.0,15.1,13.6,8.1,28.5,12.0,12.3,21.4,5.1,20.2,66.9,74.1,59.1,63.1,71.2,806.0,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.0,0.4,0.4,0.000,0.226,71567,81380,17.117,62.305,100.0,0.0,8397,2019,4.986,0.085,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:9.018,12730,10071,55.8,7850,7910,49.8,23.1,1.150,1.077,1.227,1.220,1.075,0.901,0.763,4584.2,4332.4,4836.1,4836.1,4332.4,100.8,3526.3,691.1,1157.2,1670.9,183.8,1049.9,540.2,727.1,121.9,77.8,691.1,15.0,22.9,36.6,5.3,21.3,12.2,16.0,3.0,3.0,36.6,15.0,100.0,37.9,62.8,92.8,9.7,58.1,29.4,40.1,6.0,4.2,37.9,45.5,43.0,48.0,48.0,43.0,35.0,59,71,57,57,52,41,29,43,43,48,71,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,71,71,56,14.061,10.604,0.024,23.144,1.701,0.336,34.0,57.0,0.616,100.8,0.7,0.0,0.0,0.0,0.0,0.0,729,2,0.0,0.0,0.0,15.1,25.1,35.2,4.4,22.5,11.9,16.0,3.3,2.0,68.1,37.1,72.4,70.2,92.7,806.0,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.0,0.6,0.6,0.000,0.338,71567,81381,17.116,62.305,100.0,0.0,8397,2019,0.100,0.078,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:11.049,12743,10057,55.8,7869,7892,49.9,23.1,1.191,1.225,1.075,1.230,1.232,0.918,0.761,4665.6,4790.4,4291.4,4790.4,4790.4,99.8,3592.8,1276.8,1258.6,1013.2,1387.6,1999.7,1181.4,734.1,1738.8,901.1,1276.8,28.2,30.7,23.8,32.3,46.9,20.0,15.3,37.6,19.2,46.9,28.2,100.0,69.5,68.1,55.6,75.2,109.8,62.9,39.3,95.8,49.5,69.5,46.8,48.0,43.0,48.0,48.0,36.0,61,62,60,67,55,39,38,40,33,45,67,67,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,70,70,57,19.777,15.578,0.096,29.760,1.795,0.436,40.0,57.0,1.159,99.8,3.0,0.0,0.0,0.0,0.0,0.0,764,2,0.0,0.0,0.0,29.3,29.9,23.2,32.2,43.8,27.8,17.1,39.9,20.5,41.7,45.1,25.4,55.3,40.9,798.4,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.1,1.4,1.5,0.038,1.193,71567,81383,17.117,62.305,100.0,0.0,8397,2019,6.345,2.826,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:13.078,12746,10055,55.9,7880,7881,49.9,23.1,1.075,1.072,1.075,1.077,1.075,0.901,0.763,4291.4,4291.4,4291.4,4291.4,4291.4,99.8,3493.0,848.2,1201.8,820.2,473.1,954.2,665.5,809.9,506.8,1354.1,848.2,17.9,26.1,17.6,8.4,19.2,11.5,17.6,11.5,31.5,31.5,17.9,100.0,46.2,64.7,45.3,25.2,52.5,35.7,44.5,27.1,75.0,46.2,43.0,43.0,43.0,43.0,43.0,35.0,60,57,58,70,54,40,43,42,30,46,70,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,56,16.011,12.493,0.022,25.573,1.743,0.388,40.0,57.0,0.618,99.8,0.7,0.0,0.0,0.0,0.0,0.0,800,2,0.0,0.0,0.0,19.0,27.3,17.6,11.3,20.9,15.5,17.9,12.0,29.7,55.4,46.8,60.1,59.0,55.8,798.4,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.6,0.4,1.0,0.199,0.242,71567,81384,17.118,62.305,100.0,0.0,8397,2019,8.376,6.121,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:15.121,12745,10056,55.8,7882,7879,50.0,23.1,1.228,1.222,1.242,1.215,1.232,0.918,0.763,4762.5,4762.5,4762.5,4762.5,4762.5,99.2,3571.8,700.8,781.8,1450.1,980.7,1288.4,207.9,390.0,233.1,274.4,700.8,14.9,17.6,30.7,23.0,26.1,2.3,8.4,6.1,5.3,30.7,14.9,100.0,38.5,43.1,80.4,53.9,71.4,10.8,21.4,12.1,15.0,38.5,48.0,48.0,48.0,48.0,48.0,36.0,60,58,74,52,57,40,42,26,48,43,74,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,56,14.390,10.848,0.021,23.583,1.721,0.344,40.0,57.0,0.678,99.2,0.7,0.0,0.0,0.0,0.0,0.0,796,2,0.0,0.0,0.0,15.4,17.8,30.7,21.2,27.4,5.0,9.1,5.7,6.2,66.2,44.9,50.5,83.6,85.9,793.7,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.9,0.5,1.4,0.614,0.196,71568,81384,17.117,62.305,100.0,0.0,8397,2019,5.120,0.306,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:17.156,12717,10083,55.7,7869,7891,49.9,23.1,1.111,1.072,1.080,1.215,1.075,0.901,0.763,4390.4,4266.4,4266.4,4762.5,4266.4,99.2,3472.6,670.0,540.3,1109.1,855.7,1602.8,93.5,46.5,101.0,1011.3,670.0,14.4,11.4,23.6,18.3,33.5,2.2,1.5,3.0,22.1,33.5,14.4,100.0,36.7,28.3,61.5,47.1,88.9,4.5,2.2,5.0,56.0,36.7,44.3,43.0,43.0,48.0,43.0,35.0,59,53,76,51,57,41,47,24,49,43,76,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,80,56,13.840,10.391,0.018,22.876,1.717,0.332,40.0,57.0,0.595,99.2,0.5,0.0,0.0,0.0,0.0,0.0,796,2,0.0,0.0,0.0,14.6,12.4,23.4,18.5,34.0,2.6,1.7,2.7,21.6,69.4,62.3,47.3,93.0,74.9,793.7,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.0,0.5,0.5,0.000,0.223,71568,81385,17.117,62.305,100.0,0.0,8397,2019,0.181,0.262,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:19.180,12816,9984,56.2,7904,7857,50.1,23.1,1.077,1.075,1.080,1.075,1.080,0.898,0.761,4290.2,4290.2,4290.2,4290.2,4290.2,99.8,3492.1,1161.4,1038.5,1931.8,736.5,578.1,448.7,638.2,2014.3,1905.0,1161.4,23.9,18.6,42.6,13.9,10.8,11.6,12.4,44.1,37.2,44.1,23.9,100.0,64.1,57.1,107.2,40.0,31.8,24.1,35.1,111.6,105.7,64.1,43.0,43.0,43.0,43.0,43.0,35.0,69,66,76,65,70,31,34,24,35,30,76,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,77,77,58,22.704,19.172,0.035,32.832,1.771,0.479,40.0,57.0,0.570,99.8,1.0,0.0,0.0,0.0,0.0,0.0,800,2,0.0,0.0,0.0,25.1,22.9,41.0,16.4,12.7,10.3,14.1,43.1,40.5,50.0,34.6,71.3,73.9,20.0,798.2,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,1.4,0.4,1.8,0.727,0.391,71570,81385,17.118,62.305,100.0,0.0,8397,2019,4.915,0.158,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:21.218,12720,10081,55.7,7874,7887,49.9,23.1,1.076,1.072,1.077,1.072,1.080,0.918,0.763,4290.2,4290.2,4290.2,4290.2,4290.2,99.8,3591.8,874.4,1132.3,1084.0,716.8,1680.1,178.5,129.4,921.3,1152.5,874.4,17.9,23.6,22.9,12.9,35.1,3.0,2.2,19.0,24.4,35.1,17.9,100.0,48.1,61.8,60.1,39.4,93.2,9.2,6.8,50.6,63.8,48.1,43.0,43.0,43.0,43.0,43.0,36.0,60,54,63,52,72,40,46,37,48,28,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,67,67,57,17.708,14.229,0.034,27.142,1.761,0.396,40.0,57.0,0.544,99.8,0.8,0.0,0.0,0.0,0.0,0.0,800,2,0.0,0.0,0.0,19.0,24.9,23.1,15.7,35.6,4.5,3.4,20.0,24.6,60.8,51.9,46.1,90.3,54.9,798.2,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.3,0.6,0.9,0.128,0.548,71570,81386,17.118,62.305,100.0,0.0,8397,2019,0.491,0.298,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:23.252,12719,10081,55.7,7873,7887,49.9,23.1,1.229,1.222,1.245,1.215,1.232,0.918,0.761,4789.1,4789.1,4789.1,4789.1,4789.1,99.8,3591.8,700.8,862.7,613.0,903.1,1664.5,484.2,411.4,536.7,130.6,700.8,14.2,17.6,12.3,18.4,33.8,10.7,9.2,9.2,2.3,33.8,14.2,100.0,38.4,47.1,33.8,49.6,92.3,25.9,22.5,28.9,6.9,38.4,48.0,48.0,48.0,48.0,48.0,36.0,61,59,76,52,57,39,41,24,48,43,76,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,76,56,14.450,10.812,0.099,23.666,1.741,0.354,40.0,57.0,0.671,99.8,3.0,0.0,0.0,0.0,0.0,0.0,800,2,0.0,0.0,0.0,15.5,20.2,13.1,19.6,35.5,11.0,9.4,12.1,3.3,66.6,63.7,42.5,77.3,82.7,798.2,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.2,0.6,0.8,0.002,0.311,71570,81387,17.117,62.305,100.0,0.0,8397,2019,5.473,0.211,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:25.305,12747,10054,55.9,7893,7867,50.0,23.1,1.074,1.072,1.075,1.075,1.075,0.898,0.761,4290.2,4290.2,4290.2,4290.2,4290.2,99.8,3492.1,757.4,680.0,2091.5,880.1,546.5,589.7,297.5,430.8,542.8,757.4,15.8,16.0,42.7,16.7,11.4,9.9,6.8,10.6,12.2,42.7,15.8,100.0,41.2,35.7,116.0,48.0,30.1,31.6,16.0,22.9,29.6,41.2,43.0,43.0,43.0,43.0,43.0,35.0,59,57,58,65,57,41,43,42,35,43,66,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,71,71,57,14.724,11.059,0.245,23.979,1.741,0.394,40.0,57.0,0.544,99.8,7.2,0.0,0.0,0.0,0.0,0.0,819,2,0.0,0.0,0.0,16.8,15.7,44.3,19.7,12.1,13.4,7.3,10.1,12.1,63.1,35.1,66.6,75.8,75.1,798.2,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.2,0.2,0.4,0.038,0.072,71570,81387,17.116,62.305,100.0,0.0,8397,2019,0.027,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:27.344,12733,10067,55.8,7887,7874,50.0,23.1,1.076,1.075,1.080,1.072,1.077,0.916,0.761,4333.0,4333.0,4333.0,4333.0,4333.0,100.8,3627.6,947.8,523.9,821.1,1228.6,802.7,1408.5,925.3,987.1,885.3,947.8,20.9,9.9,19.0,22.9,19.0,37.4,18.3,22.1,19.0,37.4,20.9,100.0,51.8,27.8,45.1,67.1,44.0,77.0,50.8,53.4,48.8,51.8,43.0,43.0,43.0,43.0,43.0,36.0,63,59,75,57,60,37,41,25,43,40,75,75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,78,78,58,16.698,12.939,0.079,26.315,1.750,0.407,40.0,57.0,0.790,100.8,2.8,0.0,0.0,0.0,0.0,0.0,814,2,0.0,0.0,0.0,21.6,13.0,18.9,27.9,18.3,31.4,20.7,22.6,19.9,53.8,67.2,53.1,41.4,53.6,806.1,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.5,1.7,2.2,0.114,0.641,71570,81388,17.117,62.305,100.0,0.0,8397,2019,8.872,7.727,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:29.378,12726,10075,55.8,7905,7855,50.1,23.1,1.077,1.080,1.080,1.075,1.075,0.918,0.763,4333.0,4333.0,4333.0,4333.0,4333.0,100.8,3627.6,937.6,962.5,924.7,825.0,1607.9,605.6,686.7,873.7,1014.5,937.6,19.7,21.5,19.2,16.1,36.1,13.0,13.0,16.1,22.3,36.1,19.7,100.0,51.1,51.5,50.8,44.9,88.8,32.1,37.3,47.3,55.9,51.1,43.0,43.0,43.0,43.0,43.0,36.0,69,82,75,59,58,32,18,25,41,42,82,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,76,57,17.308,13.656,0.083,26.969,1.768,0.411,40.0,57.0,0.659,100.8,2.5,0.0,0.0,0.0,0.0,0.0,814,2,0.0,0.0,0.0,21.2,21.8,20.6,18.9,35.2,14.2,16.0,20.1,22.7,54.0,50.6,44.6,65.3,55.4,806.1,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.3,1.1,1.4,0.215,5.756,71571,81399,17.116,62.305,100.0,0.0,8398,2019,401.490,13.408,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,17:10:31.415,12722,10079,55.7,7896,7865,50.0,23.1,1.153,1.227,1.075,1.235,1.075,0.918,0.761,4589.3,4841.4,4337.1,4841.4,4337.1,100.9,3631.1,950.9,583.3,1150.0,1472.8,1194.9,562.0,1263.4,904.2,476.6,950.9,18.9,10.0,23.8,30.0,23.0,10.7,24.6,20.0,9.2,30.0,18.9,100.0,52.1,31.5,63.9,80.9,66.1,30.0,69.4,49.2,26.1,52.1,45.5,48.0,43.0,48.0,43.0,36.0,63,65,59,72,55,37,35,41,28,45,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,77,77,58,18.321,14.814,0.010,27.878,1.755,0.369,40.0,57.0,0.611,100.9,0.4,0.0,0.0,0.0,0.0,0.0,814,2,0.0,0.0,0.0,21.2,13.7,25.2,32.4,25.9,12.7,28.2,20.2,11.1,54.5,56.5,38.6,57.1,65.8,806.9,8.00,22,22,22,52,74,560,1,1,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,97.0,No,No,2531,2609,0.1,1.4,1.5,0.036,2.705,71571,81405,17.118,62.305,100.0,0.0,8398,2019,7.995,3.964,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
